,abonds,atoms,bonds,cansmi,cansmiNS,dbonds,formula,HBA1,HBA2,HBD,InChI,InChIKey,L5,logP,MP,MR,MW,nF,rotors,s,sbonds,smarts,tbonds,title,TPSA,CHARGE
1124,6.0,44.0,47.0,0.0,0.0,1.0,0.0,25.0,5.0,1.0,0.0,0.0,0.0,0.8894999999999997,86.82690000000001,86.8458,319.3523400000003,0.0,5.0,0.0,40.0,0.0,0.0,0.0,88.49000000000001,0
1125,11.0,27.0,29.0,0.0,0.0,1.0,0.0,15.0,5.0,2.0,0.0,0.0,0.0,1.6008,206.60489999999996,77.77140000000001,292.13460000000015,0.0,2.0,0.0,17.0,0.0,0.0,0.0,62.2,0
1126,6.0,73.0,74.0,0.0,0.0,7.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,8.9179,152.2124999999999,143.29400000000007,444.64810000000045,0.0,11.0,0.0,61.0,0.0,0.0,0.0,34.14,0
1127,10.0,47.0,50.0,0.0,0.0,2.0,0.0,27.0,4.0,3.0,0.0,0.0,0.0,1.8633999999999993,226.47189999999995,98.55819999999999,325.4048200000004,0.0,4.0,0.0,38.0,0.0,0.0,0.0,68.36,0
1128,12.0,58.0,61.0,0.0,0.0,0.0,0.0,35.0,7.0,1.0,0.0,0.0,0.0,3.6023999999999985,159.72509999999994,112.15480000000002,416.4642200000003,0.0,4.0,0.0,49.0,0.0,0.0,0.0,75.61000000000001,0
1129,11.0,50.0,53.0,0.0,0.0,2.0,0.0,28.0,7.0,3.0,0.0,0.0,0.0,3.0565999999999987,315.49660000000006,109.22240000000001,392.3997864000003,2.0,3.0,0.0,40.0,0.0,0.0,0.0,100.59,0
1130,6.0,71.0,73.0,0.0,0.0,5.0,0.0,47.0,11.0,6.0,0.0,0.0,0.0,3.6510999999999996,354.1437999999999,140.49700000000007,508.63414000000057,0.0,11.0,0.0,62.0,0.0,0.0,0.0,186.08999999999997,0
1131,11.0,24.0,25.0,0.0,0.0,4.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,2.8096000000000014,140.5264,59.96280000000002,286.2810400000001,0.0,2.0,0.0,10.0,0.0,0.0,0.0,131.16,-2
1132,0.0,130.0,129.0,0.0,0.0,3.0,0.0,87.0,8.0,0.0,0.0,0.0,0.0,11.682000000000004,58.668800000000104,209.80140000000017,734.038860999997,0.0,40.0,0.0,126.0,0.0,0.0,0.0,121.00000000000003,0
1133,0.0,118.0,117.0,0.0,0.0,3.0,0.0,79.0,8.0,0.0,0.0,0.0,0.0,10.121600000000006,61.32520000000018,190.57340000000016,677.9325409999973,0.0,36.0,0.0,114.0,0.0,0.0,0.0,121.0,0
1134,0.0,27.0,26.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,2.6727999999999996,-36.20899999999999,47.776999999999994,162.37751999999983,0.0,2.0,0.0,26.0,0.0,0.0,0.0,9.23,0
1135,0.0,73.0,72.0,0.0,0.0,6.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,8.421699999999998,37.98290000000007,130.818,400.63706000000064,0.0,15.0,0.0,66.0,0.0,0.0,0.0,26.3,0
1136,0.0,16.0,15.0,0.0,0.0,3.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.2033,70.17619999999998,31.7798,112.12652000000004,0.0,2.0,0.0,12.0,0.0,0.0,0.0,37.3,0
1137,22.0,32.0,36.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.640400000000004,167.22679999999994,85.884,252.30927999999977,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0
1138,12.0,43.0,46.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,2.8326000000000002,74.36270000000005,86.04900000000002,312.35970000000026,0.0,8.0,0.0,34.0,0.0,0.0,0.0,43.519999999999996,0
1139,10.0,44.0,45.0,0.0,0.0,3.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,1.0660000000000003,160.2862999999999,85.88799999999999,306.36018000000035,0.0,7.0,0.0,32.0,0.0,0.0,0.0,78.89,0
1140,13.0,72.0,75.0,0.0,0.0,2.0,0.0,45.0,12.0,5.0,0.0,0.0,0.0,1.1458999999999997,271.7911,142.2389000000001,563.6166199999984,0.0,8.0,0.0,60.0,0.0,0.0,0.0,189.30999999999997,0
1141,6.0,50.0,54.0,0.0,0.0,3.0,0.0,29.0,6.0,0.0,0.0,0.0,0.0,1.9265,160.41989999999993,101.48400000000001,369.41102000000024,0.0,4.0,0.0,45.0,0.0,0.0,0.0,65.07,0
1142,0.0,27.0,28.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.5815999999999999,31.67860000000003,49.245,169.22089999999986,0.0,2.0,0.0,27.0,0.0,0.0,0.0,29.54,0
1143,0.0,62.0,65.0,0.0,0.0,3.0,0.0,39.0,5.0,1.0,0.0,0.0,0.0,3.3173999999999992,163.6741999999998,106.5458,390.5130600000005,0.0,4.0,0.0,62.0,0.0,0.0,0.0,80.67,0
1144,6.0,25.0,25.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,2.6897,53.079500000000024,47.73499999999999,150.21755999999988,0.0,1.0,0.0,19.0,0.0,0.0,0.0,20.23,0
1145,11.0,46.0,49.0,0.0,0.0,2.0,0.0,25.0,6.0,0.0,0.0,0.0,0.0,3.8186999999999998,202.50749999999994,104.36,418.2844000000001,0.0,3.0,0.0,36.0,0.0,0.0,0.0,64.43,0
1146,0.0,40.0,44.0,0.0,0.0,2.0,0.0,25.0,7.0,2.0,0.0,0.0,0.0,-0.8672000000000006,185.27529999999996,69.4816,310.29922000000033,0.0,3.0,0.0,42.0,0.0,0.0,0.0,105.59,0
1147,5.0,23.0,23.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,1.9748999999999999,64.2934,46.89099999999999,169.1811399999999,0.0,2.0,0.0,17.0,0.0,0.0,0.0,63.64,0
1148,12.0,58.0,59.0,0.0,0.0,1.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,7.2657000000000025,38.24170000000004,111.95849999999999,390.45290100000034,0.0,13.0,0.0,46.0,0.0,0.0,0.0,54.57000000000001,0
1149,11.0,53.0,54.0,0.0,0.0,1.0,0.0,33.0,6.0,1.0,0.0,0.0,0.0,4.186699999999998,138.65019999999987,101.67850000000004,361.43208000000044,0.0,9.0,0.0,42.0,0.0,0.0,0.0,77.88000000000001,0
1150,10.0,38.0,39.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,0.0,0.0,0.0,2.2965,143.51010000000002,72.78919999999998,248.32079999999974,0.0,6.0,0.0,29.0,0.0,0.0,0.0,57.28,0
1151,11.0,34.0,35.0,0.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,2.6691000000000003,76.9985,68.86950000000002,244.28903999999972,0.0,5.0,0.0,23.0,0.0,0.0,0.0,44.12,0
1152,6.0,30.0,31.0,0.0,0.0,2.0,0.0,17.0,5.0,2.0,0.0,0.0,0.0,-0.5371000000000001,154.13819999999996,56.96249999999999,244.21962319999983,1.0,2.0,0.0,23.0,0.0,0.0,0.0,84.32000000000001,0
1153,11.0,31.0,32.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,1.2962999999999998,106.13859999999997,62.06999999999999,234.25445999999982,0.0,3.0,0.0,21.0,0.0,0.0,0.0,62.06,0
1154,11.0,58.0,60.0,0.0,0.0,4.0,0.0,36.0,10.0,3.0,0.0,0.0,0.0,3.9258000000000006,256.4908,116.58460000000001,449.5238800000004,0.0,10.0,0.0,45.0,0.0,0.0,0.0,142.01999999999998,0
1155,6.0,48.0,48.0,0.0,0.0,1.0,0.0,31.0,5.0,2.0,0.0,0.0,0.0,1.7422999999999995,58.43520000000005,91.56450000000002,328.44694000000044,0.0,11.0,0.0,41.0,0.0,0.0,0.0,93.08999999999999,1
1156,12.0,43.0,44.0,0.0,0.0,3.0,0.0,25.0,5.0,2.0,0.0,0.0,0.0,4.476700000000002,156.11909999999997,89.6024,332.4173000000003,0.0,7.0,0.0,29.0,0.0,0.0,0.0,83.65,0
1157,6.0,36.0,36.0,0.0,0.0,3.0,0.0,23.0,5.0,2.0,0.0,0.0,0.0,3.6456,125.06219999999993,69.92239999999998,270.34792000000016,0.0,7.0,0.0,27.0,0.0,0.0,0.0,83.65,0
1158,6.0,43.0,45.0,0.0,0.0,3.0,0.0,27.0,6.0,2.0,0.0,0.0,0.0,3.4303000000000003,170.86230000000003,86.9264,323.4105400000003,0.0,5.0,0.0,36.0,0.0,0.0,0.0,86.89000000000001,0
1159,6.0,42.0,43.0,0.0,0.0,3.0,0.0,27.0,6.0,2.0,0.0,0.0,0.0,3.5744,148.94819999999987,84.23339999999999,311.3998400000003,0.0,5.0,0.0,34.0,0.0,0.0,0.0,86.89,0
1160,5.0,24.0,24.0,0.0,0.0,1.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,1.2226,85.93510000000003,52.8488,219.6255999999999,0.0,4.0,0.0,18.0,0.0,0.0,0.0,83.87,0
1161,11.0,31.0,32.0,0.0,0.0,2.0,0.0,18.0,6.0,2.0,0.0,0.0,0.0,3.4093999999999998,173.14410000000004,67.9531,267.3042200000001,0.0,3.0,0.0,19.0,0.0,0.0,0.0,106.60000000000001,0
1162,12.0,30.0,32.0,0.0,0.0,2.0,0.0,15.0,5.0,3.0,0.0,0.0,0.0,1.8872,250.64569999999998,70.784,270.2369000000002,0.0,0.0,0.0,18.0,0.0,0.0,0.0,94.83,0
1163,6.0,44.0,44.0,0.0,0.0,1.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,3.065200000000001,16.25090000000003,78.85199999999998,263.37519999999984,0.0,9.0,0.0,37.0,0.0,0.0,0.0,29.54,0
1164,17.0,60.0,64.0,0.0,0.0,2.0,0.0,34.0,6.0,1.0,0.0,0.0,0.0,4.150900000000003,268.2571000000001,132.72469999999993,428.5294200000004,0.0,7.0,0.0,45.0,0.0,0.0,0.0,87.13000000000001,0
1165,16.0,33.0,35.0,0.0,0.0,1.0,0.0,18.0,5.0,2.0,0.0,0.0,0.0,1.4969999999999999,267.2156,73.8464,271.27462000000025,0.0,4.0,0.0,18.0,0.0,0.0,0.0,96.55,0
1166,6.0,32.0,32.0,0.0,0.0,2.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,2.9240000000000004,46.02510000000004,64.569,203.28017999999977,0.0,4.0,0.0,24.0,0.0,0.0,0.0,20.310000000000002,0
1167,11.0,48.0,51.0,0.0,0.0,2.0,0.0,27.0,6.0,1.0,0.0,0.0,0.0,2.3184999999999993,236.77200000000002,104.95430000000003,359.3946832000003,1.0,4.0,0.0,38.0,0.0,0.0,0.0,65.78,0
1168,6.0,46.0,47.0,0.0,0.0,3.0,0.0,30.0,7.0,2.0,0.0,0.0,0.0,2.6666000000000007,182.12680000000006,90.4636,341.4258200000004,0.0,7.0,0.0,38.0,0.0,0.0,0.0,110.11,0
1169,6.0,32.0,32.0,0.0,0.0,2.0,0.0,20.0,5.0,1.0,0.0,0.0,0.0,1.9033,90.9903,63.33319999999999,237.2517999999998,0.0,6.0,0.0,24.0,0.0,0.0,0.0,64.63000000000001,0
1170,6.0,42.0,42.0,0.0,0.0,1.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,2.5839,34.02170000000005,75.9515,265.34802,0.0,9.0,0.0,35.0,0.0,0.0,0.0,38.77,0
1171,6.0,26.0,26.0,0.0,0.0,1.0,0.0,16.0,3.0,1.0,0.0,0.0,0.0,2.1167,64.04040000000002,52.0537,179.2157199999999,0.0,4.0,0.0,19.0,0.0,0.0,0.0,38.33,0
1172,6.0,23.0,23.0,0.0,0.0,1.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,1.8844999999999998,98.5685,45.835899999999995,165.18913999999987,0.0,3.0,0.0,16.0,0.0,0.0,0.0,52.32000000000001,0
1173,6.0,31.0,31.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,2.1826,23.150700000000036,61.30800000000002,187.2807799999998,0.0,4.0,0.0,24.0,0.0,1.0,0.0,3.24,0
1174,6.0,26.0,26.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,2.2279,32.33750000000004,48.63070000000001,149.23279999999986,0.0,3.0,0.0,20.0,0.0,0.0,0.0,12.03,0
1175,0.0,29.0,28.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,0.0,0.0,1.9750999999999999,55.99850000000003,44.4772,145.24255999999986,0.0,4.0,0.0,28.0,0.0,0.0,0.0,46.25,0
1176,6.0,42.0,43.0,0.0,0.0,1.0,0.0,26.0,3.0,1.0,0.0,0.0,0.0,3.5451,73.70580000000005,76.8652,261.3593199999998,0.0,6.0,0.0,36.0,0.0,0.0,0.0,38.33,0
1177,6.0,46.0,47.0,0.0,0.0,1.0,0.0,29.0,4.0,1.0,0.0,0.0,0.0,2.4623999999999997,67.80580000000002,86.65979999999998,291.38530000000037,0.0,4.0,0.0,40.0,0.0,0.0,0.0,49.769999999999996,0
1178,10.0,50.0,52.0,0.0,0.0,2.0,0.0,28.0,5.0,1.0,0.0,0.0,0.0,4.982700000000002,153.24540000000005,111.63080000000004,375.5480000000003,0.0,6.0,0.0,40.0,0.0,0.0,0.0,97.02000000000001,0
1179,6.0,46.0,47.0,0.0,0.0,1.0,0.0,29.0,3.0,1.0,0.0,0.0,0.0,3.5172999999999996,88.83940000000005,89.0327,274.40114000000017,0.0,5.0,0.0,40.0,0.0,0.0,0.0,32.34,0
1180,12.0,52.0,54.0,0.0,0.0,1.0,0.0,30.0,5.0,1.0,0.0,0.0,0.0,3.024,144.98289999999997,113.72579999999998,388.8878000000003,0.0,8.0,0.0,41.0,0.0,0.0,0.0,53.010000000000005,0
1181,6.0,27.0,29.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,2.6716999999999995,108.36440000000002,60.736700000000006,208.6873199999999,0.0,1.0,0.0,23.0,0.0,0.0,0.0,24.92,0
1182,6.0,60.0,63.0,0.0,0.0,5.0,0.0,37.0,10.0,5.0,0.0,0.0,0.0,0.8868999999999997,339.28620000000006,118.57330000000002,457.47638000000035,0.0,3.0,0.0,52.0,0.0,0.0,0.0,164.63000000000002,0
1183,0.0,48.0,49.0,0.0,0.0,0.0,0.0,34.0,7.0,2.0,0.0,0.0,0.0,-0.4471000000000005,28.377600000000072,74.7816,305.36728000000045,0.0,7.0,0.0,49.0,0.0,0.0,0.0,80.62,0
1184,10.0,48.0,50.0,0.0,0.0,2.0,0.0,29.0,4.0,2.0,0.0,0.0,0.0,3.4783999999999997,181.98449999999988,98.34239999999998,335.4643000000004,0.0,5.0,0.0,38.0,0.0,0.0,0.0,73.58000000000001,0
1185,6.0,40.0,41.0,0.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,0.0,3.0935999999999995,74.97320000000006,76.467,233.3492199999997,0.0,2.0,0.0,35.0,0.0,0.0,0.0,23.47,0
1186,12.0,48.0,50.0,0.0,0.0,0.0,0.0,29.0,6.0,3.0,0.0,0.0,0.0,2.881899999999999,191.0906999999999,98.59970000000003,345.3896200000004,0.0,5.0,0.0,38.0,0.0,0.0,0.0,80.18,0
1187,12.0,43.0,44.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,2.053399999999999,80.81810000000003,84.53500000000003,286.3720800000004,0.0,7.0,0.0,32.0,0.0,0.0,0.0,41.49,0
1188,12.0,69.0,71.0,0.0,0.0,1.0,0.0,43.0,7.0,0.0,0.0,0.0,0.0,3.1506999999999987,110.74760000000003,133.078,456.5744400000005,0.0,11.0,0.0,58.0,0.0,0.0,0.0,60.47000000000001,0
1189,0.0,24.0,23.0,0.0,0.0,1.0,0.0,16.0,4.0,3.0,0.0,0.0,0.0,1.1731000000000003,162.25179999999995,38.282599999999995,182.1684863999999,2.0,5.0,0.0,22.0,0.0,0.0,0.0,89.34,0
1190,6.0,21.0,22.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,2.2015000000000002,82.6492,41.61540000000001,133.19034,0.0,1.0,0.0,16.0,0.0,0.0,0.0,26.02,0
1191,10.0,50.0,53.0,0.0,0.0,5.0,0.0,32.0,17.0,3.0,0.0,0.0,0.0,0.040200000000000125,386.2323000000001,122.87689999999999,511.55848000000015,0.0,9.0,0.0,38.0,0.0,0.0,0.0,269.65,0
1192,12.0,34.0,37.0,0.0,0.0,1.0,0.0,18.0,3.0,1.0,0.0,0.0,0.0,2.6677,170.00150000000002,83.49339999999998,249.31039999999982,0.0,0.0,0.0,24.0,0.0,0.0,0.0,41.62,0
1193,5.0,17.0,17.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.6112,123.51539999999999,31.068099999999998,111.14506000000004,0.0,2.0,0.0,12.0,0.0,0.0,0.0,54.699999999999996,0
1194,15.0,41.0,44.0,0.0,0.0,1.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,3.1285,161.87089999999992,87.39449999999998,293.36296000000027,0.0,2.0,0.0,28.0,0.0,0.0,0.0,39.82,0
1195,6.0,34.0,34.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,2.5996000000000006,37.526100000000035,63.56749999999998,205.29605999999976,0.0,5.0,0.0,27.0,0.0,0.0,0.0,20.310000000000002,0
1196,11.0,53.0,56.0,0.0,0.0,1.0,0.0,34.0,9.0,1.0,0.0,0.0,0.0,1.6408999999999998,206.97279999999978,111.58540000000002,387.4329000000003,0.0,5.0,0.0,44.0,0.0,0.0,0.0,103.04,0
1197,6.0,40.0,41.0,0.0,0.0,1.0,0.0,25.0,3.0,1.0,0.0,0.0,0.0,2.7371,90.16760000000004,79.41870000000002,246.34797999999967,0.0,3.0,0.0,34.0,0.0,0.0,0.0,32.34,0
1198,11.0,55.0,57.0,0.0,0.0,1.0,0.0,36.0,9.0,2.0,0.0,0.0,0.0,2.3227999999999995,208.93789999999987,106.75510000000004,389.4487800000004,0.0,9.0,0.0,45.0,0.0,0.0,0.0,111.83000000000001,0
1199,12.0,74.0,77.0,0.0,0.0,2.0,0.0,44.0,5.0,2.0,0.0,0.0,0.0,5.6132000000000035,178.54570000000007,144.69059999999993,477.63496000000043,0.0,11.0,0.0,63.0,0.0,0.0,0.0,70.0,0
1200,12.0,48.0,50.0,0.0,0.0,2.0,0.0,27.0,4.0,1.0,0.0,0.0,0.0,3.589500000000001,163.55180000000001,99.2258,337.4122200000003,0.0,5.0,0.0,36.0,0.0,0.0,0.0,49.77,0
1201,12.0,62.0,64.0,0.0,0.0,3.0,0.0,37.0,7.0,2.0,0.0,0.0,0.0,2.895900000000001,198.46169999999995,124.49349999999997,438.51610000000045,0.0,11.0,0.0,49.0,0.0,0.0,0.0,95.94000000000001,0
1202,5.0,44.0,46.0,0.0,0.0,1.0,0.0,27.0,3.0,1.0,0.0,0.0,0.0,1.9006999999999998,134.19739999999982,83.20219999999999,276.3739600000003,0.0,3.0,0.0,40.0,0.0,0.0,0.0,45.33,0
1203,6.0,50.0,52.0,0.0,0.0,0.0,0.0,31.0,2.0,1.0,0.0,0.0,0.0,3.878300000000001,72.53740000000009,92.71979999999996,287.4396600000004,0.0,5.0,0.0,46.0,0.0,0.0,0.0,23.47,0
1204,6.0,33.0,33.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,3.1524,77.3432,64.45450000000001,227.73041999999978,0.0,4.0,0.0,27.0,0.0,0.0,0.0,32.26,0
1205,12.0,68.0,72.0,0.0,0.0,3.0,0.0,41.0,12.0,6.0,0.0,0.0,0.0,0.7015999999999999,383.7513000000001,132.6618,543.5192599999987,0.0,5.0,0.0,57.0,0.0,0.0,0.0,206.06999999999996,0
1206,0.0,9.0,8.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,1.5959,69.38839999999999,19.2348,298.02916000000005,0.0,0.0,0.0,8.0,0.0,0.0,0.0,52.04,0
1207,12.0,51.0,53.0,0.0,0.0,2.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,6.662400000000002,113.45439999999985,108.49699999999996,422.8677896000002,3.0,7.0,0.0,39.0,0.0,0.0,0.0,26.3,0
1208,6.0,38.0,40.0,0.0,0.0,4.0,0.0,22.0,8.0,3.0,0.0,0.0,0.0,1.6503999999999999,279.6222,92.04089999999998,367.8073600000002,0.0,5.0,0.0,30.0,0.0,0.0,0.0,138.03,0
1209,6.0,31.0,31.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,3.0604999999999993,45.25710000000004,63.30199999999999,242.69869999999983,0.0,5.0,0.0,24.0,0.0,0.0,0.0,35.53,0
1210,6.0,28.0,28.0,0.0,0.0,1.0,0.0,17.0,5.0,2.0,0.0,0.0,0.0,1.8752999999999995,118.7626,57.9082,245.6595799999999,0.0,6.0,0.0,21.0,0.0,0.0,0.0,81.78,0
1211,16.0,53.0,57.0,0.0,0.0,2.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,2.8064999999999998,208.52160000000012,128.31799999999998,455.9603800000003,0.0,5.0,0.0,39.0,0.0,0.0,0.0,100.85000000000001,0
1212,6.0,25.0,25.0,0.0,0.0,0.0,0.0,17.0,5.0,2.0,0.0,0.0,0.0,1.5346,135.30769999999995,53.06239999999999,201.65667999999988,0.0,4.0,0.0,19.0,0.0,0.0,0.0,62.730000000000004,0
1213,12.0,23.0,24.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,3.712600000000001,98.25509999999998,58.911000000000016,204.6522599999999,0.0,1.0,0.0,12.0,0.0,0.0,0.0,20.23,0
1214,12.0,36.0,37.0,0.0,0.0,2.0,0.0,18.0,4.0,2.0,0.0,0.0,0.0,3.9803000000000015,203.2724,88.44949999999999,354.18472000000014,0.0,7.0,0.0,23.0,0.0,0.0,0.0,75.63,0
1215,6.0,38.0,38.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,3.1231999999999998,35.148400000000024,75.89000000000003,269.7671000000001,0.0,7.0,0.0,31.0,0.0,0.0,0.0,29.540000000000003,0
1216,0.0,141.0,144.0,0.0,0.0,4.0,0.0,95.0,15.0,4.0,0.0,0.0,0.0,3.279300000000002,120.06540000000004,236.18120000000016,869.1329999999974,0.0,12.0,0.0,140.0,0.0,0.0,0.0,186.14999999999998,0
1217,0.0,118.0,120.0,0.0,0.0,2.0,0.0,81.0,14.0,5.0,0.0,0.0,0.0,1.7855999999999994,138.46369999999985,189.3600000000001,733.9267799999977,0.0,7.0,0.0,118.0,0.0,0.0,0.0,193.90999999999997,0
1218,10.0,51.0,54.0,0.0,0.0,2.0,0.0,31.0,6.0,1.0,0.0,0.0,0.0,2.6963,163.0911999999999,104.02569999999999,362.48964000000035,0.0,3.0,0.0,42.0,0.0,0.0,0.0,65.96000000000001,0
1219,12.0,44.0,47.0,0.0,0.0,2.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,1.5088,212.70999999999995,106.95649999999998,388.8082800000002,0.0,4.0,0.0,33.0,0.0,0.0,0.0,91.75999999999999,0
1220,11.0,45.0,48.0,0.0,0.0,2.0,0.0,26.0,8.0,1.0,0.0,0.0,0.0,0.5761999999999998,247.5094999999999,103.83630000000004,362.35556320000023,1.0,2.0,0.0,35.0,0.0,0.0,0.0,78.24999999999999,0
1221,11.0,48.0,51.0,0.0,0.0,2.0,0.0,28.0,6.0,1.0,0.0,0.0,0.0,2.6131,191.94539999999986,117.92220000000005,370.4685800000003,0.0,3.0,0.0,38.0,0.0,0.0,0.0,84.13,0
1222,16.0,63.0,66.0,0.0,0.0,3.0,0.0,38.0,9.0,1.0,0.0,0.0,0.0,2.5675,271.4568000000001,134.5557,474.5764000000004,0.0,7.0,0.0,47.0,0.0,0.0,0.0,121.79999999999998,0
1223,10.0,41.0,44.0,0.0,0.0,1.0,0.0,23.0,3.0,1.0,0.0,0.0,0.0,2.8877999999999995,165.0176999999999,85.81020000000001,284.35290000000026,0.0,3.0,0.0,33.0,0.0,0.0,0.0,45.330000000000005,0
1224,6.0,50.0,55.0,0.0,0.0,0.0,0.0,30.0,4.0,2.0,0.0,0.0,0.0,1.5574000000000003,169.90409999999991,99.87459999999999,326.43264000000033,0.0,1.0,0.0,49.0,0.0,0.0,0.0,46.94,0
1225,0.0,18.0,17.0,0.0,0.0,1.0,0.0,11.0,4.0,3.0,0.0,0.0,0.0,1.3858,99.56009999999998,43.1222,221.46957999999998,0.0,4.0,0.0,16.0,0.0,0.0,0.0,61.36,0
1226,6.0,32.0,33.0,0.0,0.0,1.0,0.0,18.0,2.0,1.0,0.0,0.0,0.0,3.2887000000000017,97.953,66.03070000000002,237.7252399999998,0.0,2.0,0.0,26.0,0.0,0.0,0.0,29.1,0
1227,11.0,52.0,55.0,0.0,0.0,2.0,0.0,30.0,7.0,2.0,0.0,0.0,0.0,2.8263999999999996,267.42449999999997,107.43700000000003,389.4206632000003,1.0,5.0,0.0,42.0,0.0,0.0,0.0,83.80000000000001,0
1228,10.0,41.0,42.0,0.0,0.0,2.0,0.0,25.0,4.0,2.0,0.0,0.0,0.0,2.7928999999999995,161.39859999999993,82.12040000000002,295.4004400000003,0.0,6.0,0.0,30.0,0.0,0.0,0.0,73.58,0
1229,6.0,47.0,48.0,0.0,0.0,1.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,3.0565999999999995,77.7678000000001,89.6515,307.38470000000035,0.0,5.0,0.0,41.0,0.0,0.0,0.0,48.0,0
1230,12.0,46.0,47.0,0.0,0.0,0.0,0.0,28.0,5.0,3.0,0.0,0.0,0.0,2.6659999999999995,134.5423,89.28649999999999,317.37952000000035,0.0,8.0,0.0,35.0,0.0,0.0,0.0,70.95,0
1231,6.0,30.0,30.0,0.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,0.0,0.0,2.2364999999999995,38.44670000000003,55.122699999999995,179.2587799999998,0.0,4.0,0.0,24.0,0.0,0.0,0.0,21.259999999999998,0
1232,12.0,51.0,52.0,0.0,0.0,3.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,5.048300000000001,98.03899999999999,106.84800000000001,351.43880000000024,0.0,9.0,0.0,37.0,0.0,0.0,0.0,47.89,0
1233,12.0,53.0,57.0,0.0,0.0,1.0,0.0,31.0,8.0,0.0,0.0,0.0,0.0,2.819699999999999,169.58499999999998,109.87650000000001,413.42052000000024,0.0,4.0,0.0,44.0,0.0,0.0,0.0,75.69000000000001,0
1234,11.0,48.0,51.0,0.0,0.0,3.0,0.0,28.0,9.0,2.0,0.0,0.0,0.0,1.7312999999999996,315.15100000000007,103.41569999999999,389.3809032000003,1.0,5.0,0.0,37.0,0.0,0.0,0.0,123.03999999999999,0
1235,17.0,43.0,45.0,0.0,0.0,3.0,0.0,24.0,7.0,5.0,0.0,0.0,0.0,4.321500000000002,327.36749999999995,102.21639999999995,347.37058000000025,0.0,6.0,0.0,25.0,0.0,0.0,0.0,138.07,0
1236,0.0,30.0,29.0,0.0,0.0,4.0,0.0,22.0,8.0,2.0,0.0,0.0,0.0,-0.17780000000000004,56.741,53.3776,278.3005600000003,0.0,7.0,0.0,25.0,0.0,0.0,0.0,143.96,0
1237,16.0,33.0,35.0,0.0,0.0,1.0,0.0,17.0,4.0,1.0,0.0,0.0,0.0,3.236600000000001,194.4716,78.22420000000001,287.3369200000002,0.0,3.0,0.0,18.0,0.0,0.0,0.0,87.08,0
